arc,n_samples,method,time_s,metric_name,metric,failed,regime,n_bezier
238->237,542,gen_beta_mle,0.03401806700276211,nll,-1760.5251636668531,False,rush_hour,10
238->237,542,johnson_mle,0.014229200023692101,nll,-1792.605921012519,False,rush_hour,10
238->456,542,bezier_mle,0.006595366983674467,nll,-1957.8678180898823,False,rush_hour,10
238->456,542,gen_beta_mle,0.06081899697892368,nll,-1865.773339436476,False,rush_hour,10
238->456,542,johnson_mle,0.029758905991911888,nll,-1953.2427052422017,False,rush_hour,10
239->111,542,bezier_mle,0.11434831598307937,nll,-3252.082124315373,False,rush_hour,10
239->111,542,gen_beta_mle,0.055741507036145777,nll,-3455.723542690557,False,rush_hour,10
239->111,542,johnson_mle,0.0721508709830232,nll,-13009.052273181027,False,rush_hour,10
239->217,542,bezier_mle,0.05754081503255293,nll,-2004.0402567393464,False,rush_hour,10
239->217,542,gen_beta_mle,0.06012513500172645,nll,-1644.3054382957407,False,rush_hour,10
239->217,542,johnson_mle,0.10252612095791847,nll,-7695.8469888846685,False,rush_hour,10
24->432,542,bezier_mle,0.14583943999605253,nll,-2590.871306577243,False,rush_hour,10
24->432,542,gen_beta_mle,0.056602802011184394,nll,-2607.3223802738316,False,rush_hour,10
24->432,542,johnson_mle,0.020653368963394314,nll,-2615.0550037676676,False,rush_hour,10
24->446,542,bezier_mle,0.09712318103993312,nll,-2481.540703755356,False,rush_hour,10
24->446,542,gen_beta_mle,0.05948261194862425,nll,-2560.9937141160817,False,rush_hour,10
24->446,542,johnson_mle,0.02269801002694294,nll,-2571.6272423728083,False,rush_hour,10
24->528,542,bezier_mle,0.09718389803310856,nll,-1988.3568383827342,False,rush_hour,10
24->528,542,gen_beta_mle,0.06394397298572585,nll,-2042.4810658567355,False,rush_hour,10
24->528,542,johnson_mle,0.03771066898480058,nll,-2046.4332978844523,False,rush_hour,10
240->165,542,bezier_mle,0.0086856180569157,nll,-2294.1187101295664,False,rush_hour,10
240->165,542,gen_beta_mle,0.0592547080013901,nll,-2278.8533381742654,False,rush_hour,10
240->165,542,johnson_mle,0.026210441021248698,nll,-2288.5562291594542,False,rush_hour,10
240->281,542,bezier_mle,0.02148516895249486,nll,-2104.2243349040514,False,rush_hour,10
240->281,542,gen_beta_mle,0.06449585099471733,nll,-2082.026388529219,False,rush_hour,10
240->281,542,johnson_mle,0.023614873993210495,nll,-2092.2160507102253,False,rush_hour,10
241->242,542,bezier_mle,0.06890664697857574,nll,-2329.682845129082,False,rush_hour,10
241->242,542,gen_beta_mle,0.060169673000928015,nll,-2760.3524155202495,False,rush_hour,10
241->242,542,johnson_mle,0.064086162019521,nll,-10301.514385096862,False,rush_hour,10
241->51,542,bezier_mle,0.07265701500000432,nll,-1547.0893003987944,False,rush_hour,10
241->51,542,gen_beta_mle,0.06312081299256533,nll,-1688.5745751494276,False,rush_hour,10
241->51,542,johnson_mle,0.030099569994490594,nll,-1734.7310170864444,False,rush_hour,10
242->241,542,bezier_mle,0.07484874303918332,nll,-2685.5543801801678,False,rush_hour,10
242->241,542,gen_beta_mle,0.0664881530101411,nll,-2926.1029038372985,False,rush_hour,10
242->241,542,johnson_mle,0.07633400295162573,nll,-13049.41391958758,False,rush_hour,10
242->345,542,bezier_mle,0.032821327971760184,nll,-1502.8607260677868,False,rush_hour,10
242->345,542,gen_beta_mle,0.06912949500838295,nll,-1614.1627235659303,False,rush_hour,10
242->345,542,johnson_mle,0.07457024301402271,nll,-1507.323164555783,False,rush_hour,10
243->308,542,bezier_mle,0.12532393803121522,nll,-2268.101909072068,False,rush_hour,10
243->308,542,gen_beta_mle,0.05754511896520853,nll,-2312.7400123586276,False,rush_hour,10
243->308,542,johnson_mle,0.023319619009271264,nll,-2350.7310363126603,False,rush_hour,10
243->472,542,bezier_mle,0.023160713026300073,nll,-2438.8036328016515,False,rush_hour,10
243->472,542,gen_beta_mle,0.06657370604807511,nll,-2506.6508737551903,False,rush_hour,10
243->472,542,johnson_mle,0.07650594203732908,nll,-2360.176395571692,False,rush_hour,10
244->158,542,bezier_mle,0.10936180001590401,nll,-2402.0236512073434,False,rush_hour,10
244->158,542,gen_beta_mle,0.04696936998516321,nll,-2367.8968279164237,False,rush_hour,10
244->158,542,johnson_mle,0.03467481699772179,nll,-2433.564060536642,False,rush_hour,10
244->473,542,bezier_mle,0.10066283796913922,nll,-1932.113904516685,False,rush_hour,10
244->473,542,gen_beta_mle,0.034909031994175166,nll,-2033.579336264634,False,rush_hour,10
244->473,542,johnson_mle,0.011493698984850198,nll,-2080.9738637106557,False,rush_hour,10
245->246,542,bezier_mle,0.03964823100250214,nll,-1753.529485607111,False,rush_hour,10
245->246,542,gen_beta_mle,0.03511641698423773,nll,-1757.730158232559,False,rush_hour,10
245->246,542,johnson_mle,0.035236179013736546,nll,-4020.6859585619736,False,rush_hour,10
245->326,542,bezier_mle,0.05312255100579932,nll,-3239.182766096066,False,rush_hour,10
245->326,542,gen_beta_mle,0.03315124200889841,nll,-3430.9534147102695,False,rush_hour,10
245->326,542,johnson_mle,0.03509604395367205,nll,-9131.240597511878,False,rush_hour,10
246->245,542,bezier_mle,0.07679692300735041,nll,-2033.6590544631108,False,rush_hour,10
246->245,542,gen_beta_mle,0.026473462989088148,nll,,True,rush_hour,10
246->245,542,johnson_mle,0.015705969010014087,nll,-2058.5956811429924,False,rush_hour,10
246->521,542,bezier_mle,0.005390314967371523,nll,-2243.24776201847,False,rush_hour,10
246->521,542,gen_beta_mle,0.03325323498575017,nll,-2185.149293703538,False,rush_hour,10
246->521,542,johnson_mle,0.011427531018853188,nll,-2247.5197187957583,False,rush_hour,10
247->451,542,bezier_mle,0.0400247749639675,nll,-1831.6543733777273,False,rush_hour,10
247->451,542,gen_beta_mle,0.03268446301808581,nll,-2073.321215066479,False,rush_hour,10
247->451,542,johnson_mle,0.01172624999890104,nll,-2179.524351006928,False,rush_hour,10
247->478,542,bezier_mle,0.006860183028038591,nll,-2255.614362634551,False,rush_hour,10
247->478,542,gen_beta_mle,0.03708908299449831,nll,-2258.4113321855634,False,rush_hour,10
247->478,542,johnson_mle,0.03940517402952537,nll,-2258.3145065784806,False,rush_hour,10
248->249,542,bezier_mle,0.04350881202844903,nll,-2048.161958218723,False,rush_hour,10
248->249,542,gen_beta_mle,0.0332879550405778,nll,-2035.3669611735763,False,rush_hour,10
248->249,542,johnson_mle,0.014690778974909335,nll,-2041.6959737378038,False,rush_hour,10
248->460,542,bezier_mle,0.0454830460366793,nll,-2035.889117863757,False,rush_hour,10
248->460,542,gen_beta_mle,0.03278936800779775,nll,-2144.526142609148,False,rush_hour,10
248->460,542,johnson_mle,0.019061100960243493,nll,-2166.307698886321,False,rush_hour,10
249->248,542,bezier_mle,0.05965834198286757,nll,-2263.285083450828,False,rush_hour,10
249->248,542,gen_beta_mle,0.03330292395548895,nll,-2295.074506591429,False,rush_hour,10
249->248,542,johnson_mle,0.013081516022793949,nll,-2324.881562501358,False,rush_hour,10
249->262,542,bezier_mle,0.06311355403158814,nll,-2285.1544500584346,False,rush_hour,10
249->262,542,gen_beta_mle,0.024122664995957166,nll,-2275.7114418785272,False,rush_hour,10
249->262,542,johnson_mle,0.025477538991253823,nll,-2298.9063019982877,False,rush_hour,10
25->527,542,bezier_mle,0.04334918298991397,nll,-1980.8183936103999,False,rush_hour,10
25->527,542,gen_beta_mle,0.0280499950167723,nll,-2090.937277869877,False,rush_hour,10
25->527,542,johnson_mle,0.010864521958865225,nll,-2136.6545810533307,False,rush_hour,10
25->528,542,bezier_mle,0.05843497201567516,nll,-2593.339228569053,False,rush_hour,10
25->528,542,gen_beta_mle,0.033547850034665316,nll,-2561.040134331376,False,rush_hour,10
25->528,542,johnson_mle,0.014574611035641283,nll,-2565.723948540138,False,rush_hour,10
25->6,542,bezier_mle,0.05635416798759252,nll,-2669.6872852826027,False,rush_hour,10
25->6,542,gen_beta_mle,0.02328762604156509,nll,-2672.234792455586,False,rush_hour,10
25->6,542,johnson_mle,0.03170538501581177,nll,-2672.271612175031,False,rush_hour,10
250->347,542,bezier_mle,0.040081447979900986,nll,-2269.16171654194,False,rush_hour,10
250->347,542,gen_beta_mle,0.03689190896693617,nll,-2299.0167825887265,False,rush_hour,10
250->347,542,johnson_mle,0.01622721104649827,nll,-2419.1132066481223,False,rush_hour,10
250->520,542,bezier_mle,0.06385145999956876,nll,-2191.9436069717153,False,rush_hour,10
250->520,542,gen_beta_mle,0.03392244904534891,nll,-2262.217054145588,False,rush_hour,10
250->520,542,johnson_mle,0.013292588002514094,nll,-2289.499259421414,False,rush_hour,10
251->225,542,bezier_mle,0.039698590990155935,nll,-1958.1438490238559,False,rush_hour,10
251->225,542,gen_beta_mle,0.015510844008531421,nll,-1944.8323951661255,False,rush_hour,10
251->225,542,johnson_mle,0.04185059398878366,nll,-1943.6648748750913,False,rush_hour,10
251->30,542,bezier_mle,0.0035409689880907536,nll,-2175.0538921169045,False,rush_hour,10
251->30,542,gen_beta_mle,0.03793760103872046,nll,-1999.7082536528994,False,rush_hour,10
251->30,542,johnson_mle,0.015891462040599436,nll,-2144.5282236194535,False,rush_hour,10
252->224,542,bezier_mle,0.03639932197984308,nll,-2297.868745045243,False,rush_hour,10
252->224,542,gen_beta_mle,0.036162703996524215,nll,-2500.638676770133,False,rush_hour,10
252->224,542,johnson_mle,0.013643999001942575,nll,-2413.325997534319,False,rush_hour,10
252->439,542,bezier_mle,0.006903428002260625,nll,-2520.240074490318,False,rush_hour,10
252->439,542,gen_beta_mle,0.013445613032672554,nll,-2514.8237379496527,False,rush_hour,10
252->439,542,johnson_mle,0.03945281298365444,nll,-2513.4665261793525,False,rush_hour,10
253->159,542,bezier_mle,0.04149579501245171,nll,-1806.1888096207563,False,rush_hour,10
253->159,542,gen_beta_mle,0.03271721600322053,nll,-1946.1341348574617,False,rush_hour,10
253->159,542,johnson_mle,0.015423757024109364,nll,-1979.976678195033,False,rush_hour,10
253->500,542,bezier_mle,0.02873098396230489,nll,-1952.9893225121168,False,rush_hour,10
253->500,542,gen_beta_mle,0.024308827007189393,nll,-1937.5066071934377,False,rush_hour,10
253->500,542,johnson_mle,0.019947887980379164,nll,-1958.3947565794374,False,rush_hour,10
254->255,542,bezier_mle,0.07282469002529979,nll,-2060.0202163958766,False,rush_hour,10
254->255,542,gen_beta_mle,0.022966222022660077,nll,-2049.3057880911456,False,rush_hour,10
254->255,542,johnson_mle,0.013900374004151672,nll,-2060.785294605173,False,rush_hour,10
254->484,542,bezier_mle,0.008358088962268084,nll,-2021.985029548909,False,rush_hour,10
254->484,542,gen_beta_mle,0.025363325024954975,nll,-2015.9328712402037,False,rush_hour,10
254->484,542,johnson_mle,0.014141648018267006,nll,-2029.2959161181352,False,rush_hour,10
255->254,542,bezier_mle,0.040831887046806514,nll,-1822.9775294155334,False,rush_hour,10
255->254,542,gen_beta_mle,0.03101570502622053,nll,-1810.2194660125551,False,rush_hour,10
255->254,542,johnson_mle,0.013960325974039733,nll,-1837.6574788045968,False,rush_hour,10
255->352,542,bezier_mle,0.029384220018982887,nll,-2016.2057101394962,False,rush_hour,10
255->352,542,gen_beta_mle,0.03238495497498661,nll,-2006.2143650359371,False,rush_hour,10
255->352,542,johnson_mle,0.02337805402930826,nll,-2035.987279625247,False,rush_hour,10
256->475,542,bezier_mle,0.004703989019617438,nll,-2038.8247148178746,False,rush_hour,10
256->475,542,gen_beta_mle,0.03288100200006738,nll,-2043.2923425807771,False,rush_hour,10
256->475,542,johnson_mle,0.041615934984292835,nll,-2041.0587849842118,False,rush_hour,10
256->501,542,bezier_mle,0.054241335950791836,nll,-2169.3384749889588,False,rush_hour,10
256->501,542,gen_beta_mle,0.027866425982210785,nll,-2282.7224201192334,False,rush_hour,10
256->501,542,johnson_mle,0.013693051994778216,nll,-2291.7411026249374,False,rush_hour,10
257->494,542,bezier_mle,0.002307307964656502,nll,-2037.2531231368168,False,rush_hour,10
257->494,542,gen_beta_mle,0.01186144002713263,nll,-2028.3410960346432,False,rush_hour,10
257->494,542,johnson_mle,0.03926638199482113,nll,-2026.3503275667485,False,rush_hour,10
257->498,542,bezier_mle,0.008134168980177492,nll,-2140.3665638345133,False,rush_hour,10
257->498,542,gen_beta_mle,0.01638699899194762,nll,-2127.2409482388393,False,rush_hour,10
257->498,542,johnson_mle,0.01685779500985518,nll,-2128.3893030529093,False,rush_hour,10
258->473,542,bezier_mle,0.004302638000808656,nll,-2039.1668603331827,False,rush_hour,10
258->473,542,gen_beta_mle,0.016995223006233573,nll,-2038.8759494028054,False,rush_hour,10
258->473,542,johnson_mle,0.04268570203566924,nll,-2039.0950117221057,False,rush_hour,10
258->474,542,bezier_mle,0.07822125300299376,nll,-2094.535137480183,False,rush_hour,10
258->474,542,gen_beta_mle,0.04076505696866661,nll,-2099.7717993025353,False,rush_hour,10
258->474,542,johnson_mle,0.02964806300587952,nll,-2106.125956816978,False,rush_hour,10
259->384,542,bezier_mle,0.006216997979208827,nll,-2295.8162546478006,False,rush_hour,10
259->384,542,gen_beta_mle,0.029181275982409716,nll,-2255.4414046082466,False,rush_hour,10
259->384,542,johnson_mle,0.040368699992541224,nll,-2249.566006794727,False,rush_hour,10
259->92,542,bezier_mle,0.03292587195755914,nll,-3275.4409534306033,False,rush_hour,10
259->92,542,gen_beta_mle,0.03468301199609414,nll,-13628.540948482478,False,rush_hour,10
259->92,542,johnson_mle,0.03580324799986556,nll,-9163.977955612863,False,rush_hour,10
26->27,542,bezier_mle,0.0049155650194734335,nll,-1963.461765062276,False,rush_hour,10
26->27,542,gen_beta_mle,0.03457596502266824,nll,-1967.3562579581812,False,rush_hour,10
26->27,542,johnson_mle,0.07522363302996382,nll,-1967.577049137564,False,rush_hour,10
26->39,542,bezier_mle,0.005224740016274154,nll,-2319.736098995291,False,rush_hour,10
26->39,542,gen_beta_mle,0.06218034803168848,nll,-2293.3674756855016,False,rush_hour,10
26->39,542,johnson_mle,0.03186553000705317,nll,-2308.8504437689776,False,rush_hour,10
260->261,542,bezier_mle,0.12201129598543048,nll,-2144.3791690875573,False,rush_hour,10
260->261,542,gen_beta_mle,0.058729943993967026,nll,-2143.3670513418683,False,rush_hour,10
260->261,542,johnson_mle,0.02704934502253309,nll,-2165.6247073521827,False,rush_hour,10
260->473,542,bezier_mle,0.020260984019842,nll,-1987.9475510109432,False,rush_hour,10
260->473,542,gen_beta_mle,0.05701080500148237,nll,-1992.1687928205051,False,rush_hour,10
260->473,542,johnson_mle,0.02831945294747129,nll,-1993.585497913573,False,rush_hour,10
261->260,542,bezier_mle,0.09281585802091286,nll,-1996.6456992476708,False,rush_hour,10
261->260,542,gen_beta_mle,0.0614563130075112,nll,-2033.4653983656103,False,rush_hour,10
261->260,542,johnson_mle,0.06148560799192637,nll,-2034.8648637282126,False,rush_hour,10
261->267,542,bezier_mle,0.06561306701041758,nll,-1654.0686671258472,False,rush_hour,10
261->267,542,gen_beta_mle,0.07586015202105045,nll,-1956.5227850217234,False,rush_hour,10
261->267,542,johnson_mle,0.022293083951808512,nll,-2050.6575580776025,False,rush_hour,10
262->249,542,bezier_mle,0.005238407989963889,nll,-2189.3057640255847,False,rush_hour,10
262->249,542,gen_beta_mle,0.0654872750164941,nll,-2188.0040741570683,False,rush_hour,10
262->249,542,johnson_mle,0.08752006600843742,nll,-2187.540129675789,False,rush_hour,10
262->434,542,bezier_mle,0.013209840981289744,nll,-2069.8897679211195,False,rush_hour,10
262->434,542,gen_beta_mle,0.06821098597720265,nll,-2068.524848491188,False,rush_hour,10
262->434,542,johnson_mle,0.0864366059540771,nll,-2068.5253707906695,False,rush_hour,10
263->497,542,bezier_mle,0.09444387198891491,nll,-2072.2608831361385,False,rush_hour,10
263->497,542,gen_beta_mle,0.07312869001179934,nll,-2237.0672050224466,False,rush_hour,10
263->497,542,johnson_mle,0.029659676016308367,nll,-2250.5312061318314,False,rush_hour,10
263->505,542,bezier_mle,0.10368429799564183,nll,-2271.7582288299127,False,rush_hour,10
263->505,542,gen_beta_mle,0.06450593494810164,nll,-2453.5215359261542,False,rush_hour,10
263->505,542,johnson_mle,0.02646639698650688,nll,-2521.9636973095157,False,rush_hour,10
264->421,542,bezier_mle,0.09225183696253225,nll,-2286.659942492508,False,rush_hour,10
264->421,542,gen_beta_mle,0.07373013399774209,nll,-2317.507752135925,False,rush_hour,10
264->421,542,johnson_mle,0.02895030699437484,nll,-2335.0167047501855,False,rush_hour,10
264->468,542,bezier_mle,0.019275881990324706,nll,-2113.4976239266675,False,rush_hour,10
264->468,542,gen_beta_mle,0.07155193400103599,nll,-2106.7791759311285,False,rush_hour,10
264->468,542,johnson_mle,0.03137924103066325,nll,-2111.625888048271,False,rush_hour,10
265->266,542,bezier_mle,0.0077071949490346014,nll,-2257.8818345079244,False,rush_hour,10
265->266,542,gen_beta_mle,0.0615990090300329,nll,-2226.9340621475026,False,rush_hour,10
265->266,542,johnson_mle,0.023604248999617994,nll,-2247.4221084094697,False,rush_hour,10
265->440,542,bezier_mle,0.01488609000807628,nll,-2251.794551300257,False,rush_hour,10
265->440,542,gen_beta_mle,0.06347898597596213,nll,-2097.2217051689267,False,rush_hour,10
265->440,542,johnson_mle,0.030950752028729767,nll,-2233.8408521637475,False,rush_hour,10
266->265,542,bezier_mle,0.07603019999805838,nll,-2122.6069832539465,False,rush_hour,10
266->265,542,gen_beta_mle,0.047903560975100845,nll,,True,rush_hour,10
266->265,542,johnson_mle,0.10245240101357922,nll,-2135.683803755893,False,rush_hour,10
266->522,542,bezier_mle,0.04949727695202455,nll,-1804.5108072578391,False,rush_hour,10
266->522,542,gen_beta_mle,0.07785367098404095,nll,-1782.98888370756,False,rush_hour,10
266->522,542,johnson_mle,0.03842244698898867,nll,-1793.6380237332774,False,rush_hour,10
267->183,542,bezier_mle,0.01679577596951276,nll,-2399.88807761547,False,rush_hour,10
267->183,542,gen_beta_mle,0.056559045042376965,nll,-2379.510074173604,False,rush_hour,10
267->183,542,johnson_mle,0.011572786956094205,nll,-2394.022035840944,False,rush_hour,10
267->261,542,bezier_mle,0.006543281953781843,nll,-2011.3622550623215,False,rush_hour,10
267->261,542,gen_beta_mle,0.03700084699084982,nll,-1974.5725636179911,False,rush_hour,10
267->261,542,johnson_mle,0.015841984015423805,nll,-1992.4134133965595,False,rush_hour,10
268->388,542,bezier_mle,0.015816139988601208,nll,-2386.779943828333,False,rush_hour,10
268->388,542,gen_beta_mle,0.024986416043248028,nll,,True,rush_hour,10
268->388,542,johnson_mle,0.013251682976260781,nll,-2381.008748473836,False,rush_hour,10
268->494,542,bezier_mle,0.004251061996910721,nll,-1774.5302856865596,False,rush_hour,10
268->494,542,gen_beta_mle,0.035872356966137886,nll,-1780.290950592818,False,rush_hour,10
268->494,542,johnson_mle,0.018346821947488934,nll,-1747.8614990233905,False,rush_hour,10
269->191,542,bezier_mle,0.0752873329911381,nll,-2141.9054104666366,False,rush_hour,10
269->191,542,gen_beta_mle,0.033328933001030236,nll,-2135.018864940954,False,rush_hour,10
269->191,542,johnson_mle,0.04049924202263355,nll,-2134.5829768751037,False,rush_hour,10
269->321,542,bezier_mle,0.004874067031778395,nll,-2136.027873436011,False,rush_hour,10
269->321,542,gen_beta_mle,0.03355653997277841,nll,-2134.323236654928,False,rush_hour,10
269->321,542,johnson_mle,0.0143072169739753,nll,-2126.51176887326,False,rush_hour,10
27->26,542,bezier_mle,0.015315098979044706,nll,-1936.242407398151,False,rush_hour,10
27->26,542,gen_beta_mle,0.03237884503323585,nll,-1947.310070802921,False,rush_hour,10
27->26,542,johnson_mle,0.039624058990739286,nll,-1948.1446228619652,False,rush_hour,10
27->28,542,bezier_mle,0.03594762703869492,nll,-2226.4760259816553,False,rush_hour,10
27->28,542,gen_beta_mle,0.022565211984328926,nll,-2160.440470753535,False,rush_hour,10
27->28,542,johnson_mle,0.01723871100693941,nll,-2233.1855948977527,False,rush_hour,10
270->213,542,bezier_mle,0.07154380698921159,nll,-1815.2960999341328,False,rush_hour,10
270->213,542,gen_beta_mle,0.03339284297544509,nll,-1802.1314730233785,False,rush_hour,10
270->213,542,johnson_mle,0.014537743001710624,nll,-1804.920330970188,False,rush_hour,10
270->444,542,bezier_mle,0.008008648990653455,nll,-2550.416282366681,False,rush_hour,10
270->444,542,gen_beta_mle,0.028551838011480868,nll,-2537.474719838602,False,rush_hour,10
270->444,542,johnson_mle,0.014123092987574637,nll,-2546.909171970998,False,rush_hour,10
271->272,542,bezier_mle,0.04775474703637883,nll,-2245.277992375927,False,rush_hour,10
271->272,542,gen_beta_mle,0.023590007971506566,nll,-2220.212667754824,False,rush_hour,10
271->272,542,johnson_mle,0.03939881699625403,nll,-2133.0985477894324,False,rush_hour,10
271->375,542,bezier_mle,0.035080438014119864,nll,-2299.7338681501883,False,rush_hour,10
271->375,542,gen_beta_mle,0.03447871201205999,nll,-2948.522390801815,False,rush_hour,10
271->375,542,johnson_mle,0.033022000978235155,nll,-14666.336267724748,False,rush_hour,10
272->271,542,bezier_mle,0.03555805701762438,nll,-2739.1852755709397,False,rush_hour,10
272->271,542,gen_beta_mle,0.03638627502368763,nll,-3182.631946448656,False,rush_hour,10
272->271,542,johnson_mle,0.03906788700260222,nll,-3007.8576242429344,False,rush_hour,10
272->274,542,bezier_mle,0.012632694037165493,nll,-2390.582539219797,False,rush_hour,10
272->274,542,gen_beta_mle,0.02557792596053332,nll,-2956.528804479827,False,rush_hour,10
272->274,542,johnson_mle,0.03897777397651225,nll,-2288.7686821182306,False,rush_hour,10
273->351,542,bezier_mle,0.035228906956035644,nll,-1841.6140759672367,False,rush_hour,10
273->351,542,gen_beta_mle,0.031051470956299454,nll,-1833.8151496870823,False,rush_hour,10
273->351,542,johnson_mle,0.014459415979217738,nll,-1845.3679380848866,False,rush_hour,10
273->465,542,bezier_mle,0.007359430019278079,nll,-2009.9745366602256,False,rush_hour,10
273->465,542,gen_beta_mle,0.033760593039914966,nll,-1959.2355065959173,False,rush_hour,10
273->465,542,johnson_mle,0.02730781299760565,nll,-1999.616308369401,False,rush_hour,10
274->272,542,bezier_mle,0.04893541103228927,nll,-3147.509172488766,False,rush_hour,10
274->272,542,gen_beta_mle,0.03345378499943763,nll,-3240.2675804424657,False,rush_hour,10
274->272,542,johnson_mle,0.018257303978316486,nll,-3383.334946372078,False,rush_hour,10
274->441,542,bezier_mle,0.006039035972207785,nll,-2209.633165303477,False,rush_hour,10
274->441,542,gen_beta_mle,0.02673210296779871,nll,-2389.8849000953114,False,rush_hour,10
274->441,542,johnson_mle,0.039092750987038016,nll,-2141.8943541977706,False,rush_hour,10
275->173,542,bezier_mle,0.05323843302903697,nll,-2467.393075775903,False,rush_hour,10
275->173,542,gen_beta_mle,0.035760929982643574,nll,-2493.097800113327,False,rush_hour,10
275->173,542,johnson_mle,0.04937257501296699,nll,-5588.56368663676,False,rush_hour,10
275->312,542,bezier_mle,0.049242521985433996,nll,-2791.737267549828,False,rush_hour,10
275->312,542,gen_beta_mle,0.04764878598507494,nll,-4084.095182416236,False,rush_hour,10
275->312,542,johnson_mle,0.04097004700452089,nll,-6989.100718824175,False,rush_hour,10
276->364,542,bezier_mle,0.053654749994166195,nll,-3309.721840029953,False,rush_hour,10
276->364,542,gen_beta_mle,0.04300632298691198,nll,,True,rush_hour,10
276->364,542,johnson_mle,0.035195350006688386,nll,-7190.63076967941,False,rush_hour,10
276->76,542,bezier_mle,0.054866072023287416,nll,-3368.72433264353,False,rush_hour,10
276->76,542,gen_beta_mle,0.017382577992975712,nll,-3358.5331138584997,False,rush_hour,10
276->76,542,johnson_mle,0.017728601000271738,nll,-3393.75260498381,False,rush_hour,10
277->278,542,bezier_mle,0.05512758402619511,nll,-1992.7975229021188,False,rush_hour,10
277->278,542,gen_beta_mle,0.034815946011804044,nll,-2062.8793283073414,False,rush_hour,10
277->278,542,johnson_mle,0.017210830003023148,nll,-2072.47978952604,False,rush_hour,10
277->453,542,bezier_mle,0.03016964701237157,nll,-2295.10442436928,False,rush_hour,10
277->453,542,gen_beta_mle,0.0336622970062308,nll,-2280.8477510645375,False,rush_hour,10
277->453,542,johnson_mle,0.013050387962721288,nll,-2291.733739713749,False,rush_hour,10
278->277,542,bezier_mle,0.06651901500299573,nll,-2376.422681441658,False,rush_hour,10
278->277,542,gen_beta_mle,0.016392049030400813,nll,-2379.315128928977,False,rush_hour,10
278->277,542,johnson_mle,0.02058669604593888,nll,-2379.990878891083,False,rush_hour,10
278->323,542,bezier_mle,0.04613516997778788,nll,-2206.3296578317327,False,rush_hour,10
278->323,542,gen_beta_mle,0.027849520032759756,nll,-2284.1942080561066,False,rush_hour,10
278->323,542,johnson_mle,0.01887651503784582,nll,-2286.740835859456,False,rush_hour,10
279->169,542,bezier_mle,0.05918994004605338,nll,-2109.306901623625,False,rush_hour,10
279->169,542,gen_beta_mle,0.03208603902021423,nll,-2107.6549576534962,False,rush_hour,10
279->169,542,johnson_mle,0.02006935398094356,nll,-2111.124295353621,False,rush_hour,10
279->460,542,bezier_mle,0.028938667965121567,nll,-2021.7161164575457,False,rush_hour,10
279->460,542,gen_beta_mle,0.03378693002741784,nll,-1998.519520031573,False,rush_hour,10
279->460,542,johnson_mle,0.017604901047889143,nll,-2048.603033648091,False,rush_hour,10
28->27,542,bezier_mle,0.005297684983815998,nll,-1996.294970543595,False,rush_hour,10
28->27,542,gen_beta_mle,0.03247212304268032,nll,-2001.0903772666288,False,rush_hour,10
28->27,542,johnson_mle,0.020656179985962808,nll,-2003.0815054228315,False,rush_hour,10
28->29,542,bezier_mle,0.006115453026723117,nll,-1966.4937977028483,False,rush_hour,10
28->29,542,gen_beta_mle,0.026252626033965498,nll,-1966.7627921770063,False,rush_hour,10
28->29,542,johnson_mle,0.018238032003864646,nll,-1972.4955520242088,False,rush_hour,10
280->114,542,bezier_mle,0.0439965229597874,nll,-2313.088215520091,False,rush_hour,10
280->114,542,gen_beta_mle,0.03306095098378137,nll,-2379.254179641356,False,rush_hour,10
280->114,542,johnson_mle,0.01761717104818672,nll,-2406.70484151645,False,rush_hour,10
280->341,542,bezier_mle,0.04280118498718366,nll,-1993.3153281313466,False,rush_hour,10
280->341,542,gen_beta_mle,0.03384091303450987,nll,-2354.254981961745,False,rush_hour,10
280->341,542,johnson_mle,0.014318031957373023,nll,-2459.818359597397,False,rush_hour,10
281->240,542,bezier_mle,0.06644155597314239,nll,-2164.6592232271805,False,rush_hour,10
281->240,542,gen_beta_mle,0.033221453020814806,nll,-2183.460446229542,False,rush_hour,10
281->240,542,johnson_mle,0.012804643018171191,nll,-2194.452313038889,False,rush_hour,10
281->282,542,bezier_mle,0.06529705395223573,nll,-2074.011511984586,False,rush_hour,10
281->282,542,gen_beta_mle,0.06410481000784785,nll,-2068.17179464992,False,rush_hour,10
281->282,542,johnson_mle,0.0386917200521566,nll,-2068.745026672662,False,rush_hour,10
282->281,542,bezier_mle,0.11602411902276799,nll,-2093.699220384001,False,rush_hour,10
282->281,542,gen_beta_mle,0.06953317299485207,nll,-2074.4200387033316,False,rush_hour,10
282->281,542,johnson_mle,0.027124392974656075,nll,-2093.048590104953,False,rush_hour,10
282->495,542,bezier_mle,0.01256628701230511,nll,-2380.9856379854336,False,rush_hour,10
282->495,542,gen_beta_mle,0.06912441703025252,nll,-2329.6127601515923,False,rush_hour,10
282->495,542,johnson_mle,0.10695909900823608,nll,-2336.581569751912,False,rush_hour,10
283->381,542,bezier_mle,0.006237783003598452,nll,-2231.5544171930674,False,rush_hour,10
283->381,542,gen_beta_mle,0.08015128603437915,nll,-2212.313758848234,False,rush_hour,10
283->381,542,johnson_mle,0.07917527802055702,nll,-2216.7125000005667,False,rush_hour,10
283->440,542,bezier_mle,0.09294207999482751,nll,-2167.4725785421265,False,rush_hour,10
